mean,std,variance,rms,peak_to_peak,skewness,kurtosis,crest_factor,dominant_freq,dominant_amp,spectral_centroid,spectral_energy,spectral_entropy,bandpower_total,label
4.5102810375396984e-17,0.999999999995369,0.9999999999907381,0.9999999999953691,3.810317303455197,-0.08312825037113139,-1.339992128781575,1.9115854401415922,46.875,625.34036564518,2097.8175384042424,524319.2140154229,1.94394788755646,1022.0647446694403,healthy
2.7755575615628914e-17,0.999999999995384,0.999999999990768,0.999999999995384,3.779921397028584,-0.04720110371359292,-1.3618795667217283,1.9626744020102675,46.875,630.7038426410542,2101.0708592914016,524291.5533618107,1.89000786070501,1022.0108252666876,healthy
1.5612511283791264e-17,0.99999999999543,0.9999999999908601,0.99999999999543,3.8527829201887043,-0.11853173507271328,-1.3463844474113744,2.0355880944020988,46.875,626.6058521835045,2095.463208266189,524346.1639282405,1.9550007666812186,1022.1172786125546,healthy
4.5102810375396984e-17,0.9999999999954045,0.9999999999908089,0.9999999999954045,3.735430208481273,-0.08326726038424058,-1.3388070602523667,1.9065368941409577,46.875,628.3334287425712,2090.257626086597,524323.2691734632,1.927127801613096,1022.072649460942,healthy
2.7755575615628914e-17,0.9999999999954414,0.9999999999908828,0.9999999999954414,3.8965818154821386,-0.09514721230848411,-1.3655851724413652,1.9865402780102326,46.875,624.3620419285648,2102.2827990062187,524297.3487698629,1.9603029961885157,1022.0221223584073,healthy
-6.938893903907228e-17,0.999999999995419,0.9999999999908381,0.999999999995419,3.799669900489371,-0.09101895329825908,-1.326420177894198,2.0114796138673716,46.875,627.8156117417122,2072.8987489255355,524295.0164168795,1.9143785341844362,1022.0175758613635,healthy
-1.3877787807814457e-17,0.9999999999954046,0.9999999999908092,0.9999999999954046,3.7192765929856204,-0.08139459719999757,-1.3287639192499474,1.9335242081020692,46.875,626.4363870301652,2033.0794199843026,524289.3466547823,1.9230902607614395,1022.0065236935328,healthy
5.204170427930421e-17,0.9999999999953876,0.9999999999907752,0.9999999999953876,3.838194336315238,-0.08923344014031713,-1.3464098853880746,2.0347063405297754,46.875,628.6386657305347,2064.929719668559,524347.4542980467,1.9281226163306608,1022.1197939533073,healthy
-2.949029909160572e-17,0.9999999999953808,0.9999999999907616,0.9999999999953808,3.8760847068652247,-0.09880047104290482,-1.3357247504254899,1.9401438134025575,46.875,626.2475734107936,2049.2432696614947,524290.2836373725,1.9402383238835568,1022.0083501703168,healthy
-3.469446951953614e-17,0.9999999999954102,0.9999999999908205,0.9999999999954102,3.844997447334177,-0.07693100549747732,-1.3580021110277753,1.9649435448439418,46.875,627.6077630013275,2119.833801533221,524342.6539568797,1.9338375005958832,1022.1104365631184,healthy
1.9081958235744878e-17,0.9999999999954271,0.9999999999908542,0.9999999999954271,3.8427412421858063,-0.07452919746958246,-1.3487447851252412,1.9763962002368105,46.875,628.9601229084035,2001.447073500281,524302.7892602216,1.883621005636556,1022.0327276027713,healthy
4.163336342344337e-17,0.9999999999953857,0.9999999999907714,0.9999999999953857,3.726851158633445,-0.0637173249613028,-1.3718115126172583,1.88199701729397,46.875,628.371609100664,2048.7789300061404,524294.2968119588,1.8827965869098993,1022.0161731227266,healthy
1.3877787807814457e-17,0.9999999999953503,0.9999999999907005,0.9999999999953503,4.163362201221268,-0.06398573721130962,-1.358338016425139,2.169346433247925,46.875,626.7698139926521,2094.162030259961,524295.2813661475,1.939712594473829,1022.0180923316715,healthy
-3.8163916471489756e-17,0.9999999999954178,0.9999999999908356,0.9999999999954178,4.012862020311425,-0.11904394796214883,-1.3199186543348922,2.0123204349650967,46.875,625.9593120881464,2100.257718227246,524302.3837977895,1.9557352265588523,1022.0319372276598,healthy
2.2551405187698492e-17,0.9999999999954006,0.9999999999908011,0.9999999999954006,3.872883002292058,-0.08695086171583132,-1.322969169112517,2.0500655015409746,46.875,623.6827778165815,2034.0470450014989,524297.0759239745,1.9868560277677658,1022.021590495077,healthy
1.3877787807814457e-17,0.9999999999954261,0.9999999999908522,0.9999999999954261,3.7927499144176737,-0.07983973933084632,-1.3559124505788138,1.9814582234745544,46.875,626.4745397845371,2091.765361244754,524288.2852942916,1.9481681364145156,1022.0044547647009,healthy
-4.683753385137379e-17,0.9999999999953508,0.9999999999907018,0.9999999999953508,4.1084523340281605,-0.0644572845533769,-1.3004899897681934,2.0594519089384113,46.875,628.8526378452916,2079.0705820379935,524352.5389045544,1.96434181854401,1022.1297054669677,healthy
-6.245004513516506e-17,0.9999999999953688,0.9999999999907376,0.9999999999953687,3.7666127365349835,-0.06330885699280298,-1.3620194917094466,1.8931781836412112,46.875,625.0482536439924,2074.6086032724,524288.7602441175,1.9426717560732873,1022.0053805928216,healthy
3.469446951953614e-17,0.9999999999954227,0.9999999999908453,0.9999999999954227,3.9139806158827737,-0.08269314860611213,-1.3086788272079184,2.043549571754039,46.875,620.7034327482653,2074.5036918778424,524367.8920723443,2.03931795060073,1022.1596336692871,healthy
4.336808689942018e-17,0.9999999999954514,0.9999999999909028,0.9999999999954514,4.299596868983726,-0.08692681219235986,-1.3027884094052204,2.208776214733074,46.875,626.4643680602308,2103.6860098447605,524290.1545426276,1.952634434582932,1022.0080985236406,healthy
-1.0408340855860843e-17,0.9999999999954376,0.9999999999908753,0.9999999999954376,3.811006496875555,-0.09120299939162436,-1.3436902060662723,1.9689225988676171,46.875,623.4902226118242,2100.4079532126975,524350.0413478105,1.9869023704653246,1022.1248369353032,healthy
4.5102810375396984e-17,0.9999999999953801,0.9999999999907603,0.9999999999953801,3.929483063410105,-0.0810839572268478,-1.36337722299707,2.138181211214768,46.875,627.151524056656,2052.1240578864426,524298.3512784308,1.9399626906517482,1022.0240765661418,healthy
6.938893903907228e-18,0.9999999999954193,0.9999999999908387,0.9999999999954193,3.6424593091046265,-0.091154533547449,-1.361370529940722,1.8229623158139903,46.875,629.085157975691,2068.9871272095425,524293.4724046682,1.9170781694408698,1022.0145660909712,healthy
-3.8163916471489756e-17,0.9999999999954136,0.9999999999908271,0.9999999999954136,3.842779962613541,-0.10066697800451133,-1.3348127627546398,2.1203394994388485,46.875,629.8892669191143,2012.7104115379802,524339.4227564144,1.8878011930347913,1022.1041379267338,healthy
4.163336342344337e-17,0.9999999999954122,0.9999999999908245,0.9999999999954122,4.01488546250038,-0.10971557855497115,-1.3065749656604726,2.139108399416535,46.875,626.1654522630795,2052.201344334474,524314.3454805885,1.9492417174855876,1022.0552543481257,healthy
-3.469446951953614e-18,0.9999999999953831,0.9999999999907663,0.9999999999953831,3.755750750694947,-0.07413359232505179,-1.346513166771643,1.9117351526468933,46.875,626.1819676462411,2087.9044128593723,524426.3020350854,1.9353175321277871,1022.2734932457805,healthy
1.214306433183765e-17,0.9999999999954149,0.9999999999908298,0.9999999999954149,3.8403407400589202,-0.08905109441889426,-1.3736186507832628,1.9396673294850584,46.875,628.1731529454499,2111.9745793024117,524288.2277329696,1.9039447132888874,1022.0043425593949,healthy
1.214306433183765e-17,0.9999999999954218,0.9999999999908437,0.9999999999954218,3.7464985236718125,-0.09488538806321589,-1.3649926205061371,1.951766083310756,46.875,625.183259108568,2085.2419273400224,524302.6142380297,1.95567410200651,1022.0323864289078,healthy
-8.673617379884035e-18,0.9999999999954242,0.9999999999908484,0.9999999999954242,3.9284686509297417,-0.09883453102939106,-1.313169775572983,2.036933185920148,46.875,629.0390750447866,2108.250132231217,524321.4809634387,1.9140136684368336,1022.0691636714206,healthy
-5.0306980803327406e-17,0.9999999999954412,0.9999999999908824,0.9999999999954412,4.071071355367618,-0.06712814153791805,-1.3433026307914475,2.258075634534514,46.875,624.118592514743,2068.672823700039,524297.0356480763,1.9825378427834692,1022.0215119845542,healthy
-6.938893903907228e-18,0.9999999999953956,0.9999999999907911,0.9999999999953956,3.792350407416214,-0.0870010948810485,-1.389044295712514,1.9608791458972519,46.875,628.8024385114094,2056.4714390666218,524292.5224632858,1.8402953728334044,1022.0127143533837,healthy
-1.3877787807814457e-17,0.9999999999954536,0.9999999999909074,0.9999999999954536,3.872923555011819,-0.045364571835946776,-1.346703734272594,2.0172048187545233,46.875,628.4653475158908,2062.4930540506093,524293.4600871233,1.8855651244046794,1022.0145420801624,healthy
2.949029909160572e-17,0.9999999999954178,0.9999999999908357,0.9999999999954178,3.8181033311626984,-0.07208814107956082,-1.314822255241811,2.027151411871601,46.875,626.8522578370414,2058.3960961035755,524306.6765736409,1.9399531970666755,1022.0403052117756,healthy
1.3877787807814457e-17,0.9999999999954603,0.9999999999909206,0.9999999999954603,3.980650904588229,-0.07449235426529066,-1.346022792832141,2.0105610570760564,46.875,626.019640689184,2021.3198291022848,524291.5271359426,1.935008610020317,1022.0107741441376,healthy
-5.898059818321144e-17,0.9999999999954324,0.9999999999908649,0.9999999999954324,3.7738308213443927,-0.10306054889370925,-1.341227279818245,1.9346739184747876,46.875,627.9916701565317,2118.306448947171,524310.8043587208,1.9301005532833126,1022.0483515764538,healthy
-6.071532165918825e-17,0.9999999999953847,0.9999999999907695,0.9999999999953847,3.9844657662216934,-0.08454682504803483,-1.3230976586254315,1.9999940755408299,46.875,630.1740664817178,2083.015182394888,524316.8851942157,1.8810861143495876,1022.0602050569506,healthy
-4.163336342344337e-17,0.999999999995417,0.999999999990834,0.999999999995417,3.8515771462254085,-0.09647317389500104,-1.3462979939339506,1.9341867372020924,46.875,627.8942917062882,2080.4671686316037,524301.8455630187,1.9017788922261145,1022.0308880370735,healthy
-2.0816681711721685e-17,0.9999999999953834,0.9999999999907667,0.9999999999953834,3.8535672708601902,-0.07026251113478839,-1.3554967486210445,2.0884730373583924,46.875,628.0593664522843,2050.8415567292654,524318.564315278,1.9213271438114543,1022.0634781974229,healthy
4.5102810375396984e-17,0.9999999999954194,0.999999999990839,0.9999999999954194,3.9304556938527604,-0.07532380413173834,-1.3110939824657928,2.1615339018508535,46.875,630.4660464836908,2081.9589984121735,524298.9172085656,1.9335768560736728,1022.0251797437927,healthy
-2.42861286636753e-17,0.9999999999954418,0.9999999999908835,0.9999999999954418,3.9979100226962667,-0.051574853430464085,-1.316767898648252,2.1988424552543986,46.875,625.4895929484815,2072.7831639401256,524293.1209451224,1.977887771629345,1022.0138809846442,healthy
1.3877787807814457e-17,0.9999999999954172,0.9999999999908344,0.9999999999954172,3.9681269548308657,-0.11787700656646548,-1.3000716816513012,2.1351916298638045,46.875,625.4578660615041,2073.1328167810507,524347.7805429714,1.9268539327755423,1022.1204299083264,healthy
8.673617379884035e-18,0.9999999999954422,0.9999999999908844,0.9999999999954422,3.9107296811154817,-0.06756409501891708,-1.314245550367464,2.0471763180254445,46.875,625.4854296869607,2128.6588985742032,524311.7119019966,1.9635425239824793,1022.0501206666601,healthy
5.0306980803327406e-17,0.9999999999954757,0.9999999999909515,0.9999999999954757,4.116914701101461,-0.07739142496966807,-1.3344256957564378,2.164120925182849,46.875,623.777065617432,2116.7778284834008,524310.748045711,1.9982378675963814,1022.0482418045048,healthy
-2.2551405187698492e-17,0.9999999999954163,0.9999999999908327,0.9999999999954163,3.8384076455931018,-0.1053143184157638,-1.3382195432286403,2.0534171225819176,46.875,625.8170602580383,2016.9718004766485,524288.7564062562,1.934316207767666,1022.0053731116105,healthy
-6.938893903907228e-17,0.9999999999953865,0.999999999990773,0.9999999999953865,3.8515390449131224,-0.11395391823474159,-1.3493228892564053,1.9559780622736807,46.875,628.7177464918491,2124.084907212464,524292.948930807,1.9319692712025796,1022.0135456740876,healthy
-4.5102810375396984e-17,0.999999999995433,0.999999999990866,0.999999999995433,3.8745610693122483,-0.07918058903439437,-1.3526692759772643,2.0300496031714226,46.875,625.6857366256714,2061.0412529687255,524289.3701392963,1.961084358106632,1022.0065694723124,healthy
2.949029909160572e-17,0.9999999999953686,0.9999999999907373,0.9999999999953686,3.759292625518416,-0.09306204607115348,-1.3496689214364137,1.9195324966665739,46.875,624.5022813294329,2005.5026424706984,524319.7353047995,1.946378565138024,1022.0657608280692,healthy
1.734723475976807e-18,0.9999999999954047,0.9999999999908095,0.9999999999954047,3.761612759079529,-0.09578378674153587,-1.3258561738010033,1.9721555596770257,46.875,627.806228061264,2153.197656200554,524352.8669375485,1.9437187651454346,1022.1303449075019,healthy
5.204170427930421e-18,0.9999999999953476,0.9999999999906953,0.9999999999953476,3.9110161962303955,-0.07435244385343423,-1.2949616498740573,1.9991613805725386,46.875,623.5177471463975,2077.8345451343475,524298.9683075374,1.995126327325517,1022.0252793519247,healthy
-5.204170427930421e-18,0.9999999999954541,0.9999999999909083,0.9999999999954541,4.131347251188434,-0.08334361158874322,-1.31878470339602,2.0879843968911107,46.875,630.523562199157,2060.8388683733774,524291.7701043802,1.8845304105146854,1022.011247766823,healthy
1.3877787807814457e-17,0.9999999999954299,0.9999999999908599,0.9999999999954299,4.104316443449228,-0.06730344602366148,-1.3430445467086152,2.20244476287449,46.875,628.2806274375417,2053.7996651996054,524319.6922403037,1.9432521113433003,1022.0656768816837,healthy
-1.734723475976807e-17,0.9999999999953388,0.9999999999906777,0.9999999999953388,3.804818085104273,-0.11214270312743525,-1.3453582696116464,1.9915346842266706,46.875,627.0707179374918,2067.332940969755,524289.3374912847,1.921871332400353,1022.0065058309643,healthy
-2.7755575615628914e-17,0.9999999999953976,0.9999999999907951,0.9999999999953976,3.9731232535798657,-0.09739776677814947,-1.3162817588650704,2.053824918716225,46.875,626.5184338540123,1995.5272206390412,524352.8442971185,1.9237871642643136,1022.1303007741101,healthy
5.0306980803327406e-17,0.99999999999539,0.99999999999078,0.99999999999539,4.026347955609159,-0.11573879374812444,-1.3349917388626755,2.0259297704914787,46.875,625.8783783126581,2049.922280119715,524311.6870482725,1.9154442957580289,1022.0500722188547,healthy
-4.163336342344337e-17,0.9999999999954062,0.9999999999908125,0.9999999999954062,3.763438903155383,-0.0900047789913249,-1.310676746685264,2.0418551117313144,46.875,627.3804004567841,2067.561716995819,524319.4718923162,1.935110267265094,1022.0652473534429,healthy
-7.979727989493313e-17,0.9999999999953548,0.9999999999907097,0.9999999999953548,3.6848363598174574,-0.12219953352086615,-1.3517327276557343,1.9265551554654634,46.875,627.4276193669648,2096.1018799641693,524345.1250110001,1.9331880660859024,1022.1152534327487,healthy
-4.85722573273506e-17,0.9999999999954036,0.9999999999908072,0.9999999999954036,3.828251277844209,-0.08512118396351007,-1.3359504355210512,1.9400349117731275,46.875,626.1272698279097,2064.1875617249284,524298.7679948218,1.9484729929884228,1022.0248888787949,healthy
-2.7755575615628914e-17,0.999999999995367,0.9999999999907342,0.999999999995367,3.9926249223001093,-0.10526137460681034,-1.3392411456177407,2.000830858236757,46.875,625.67327924578,2011.2692742878114,524300.437090843,1.9529062950034437,1022.0281424772768,healthy
1.214306433183765e-17,0.9999999999953608,0.9999999999907218,0.9999999999953608,3.921150551790122,-0.07900110738966876,-1.3201783270285605,2.0699285340994265,46.875,628.8685943914239,2056.7727597374646,524464.838297965,1.9329709895674034,1022.3486126665985,healthy
5.898059818321144e-17,0.9999999999953906,0.9999999999907813,0.9999999999953906,3.758322004156879,-0.07825639079495136,-1.329080465779897,1.9268351975036488,46.875,624.5988749907832,2109.1496760492964,524351.4905993942,1.9822632636461912,1022.1276619871231,healthy
1.9081958235744878e-17,0.9999999999953567,0.9999999999907134,0.9999999999953567,3.819900773554431,-0.0602725402025572,-1.3439618803155093,1.9746158522974955,46.875,623.1966729385524,2076.742169578222,524310.3139436081,1.986579748442264,1022.0473956015752,healthy
3.2959746043559335e-17,0.9999999999954899,0.9999999999909799,0.9999999999954899,3.903621839486739,-0.10557156802683175,-1.3334963313122004,2.073399465670137,46.875,627.0787365974327,2040.0113986298418,524353.4750556814,1.9399055224454347,1022.1315303229658,healthy
1.734723475976807e-17,0.9999999999954305,0.9999999999908611,0.9999999999954305,3.6607419999183586,-0.09029326626974837,-1.319336947617892,1.8693601882749733,46.875,628.9956249639234,2118.9300017278433,524294.5269755961,1.9464782719325497,1022.0166217847877,healthy
-5.377642775528102e-17,0.9999999999953736,0.9999999999907472,0.9999999999953736,3.729794291228507,-0.08546116509725327,-1.34578524746434,1.8730606686372377,46.875,623.842823484712,2046.2604747863659,524288.0854181461,1.9837497174756444,1022.004065142585,healthy
2.42861286636753e-17,0.9999999999954329,0.9999999999908658,0.9999999999954329,3.8417614433148977,-0.07989484239505669,-1.3196988873072495,1.950576885205077,46.875,625.358705985897,2101.975921396421,524366.5720594947,1.9772607811648095,1022.1570605448239,healthy
-6.938893903907228e-18,0.9999999999954714,0.9999999999909429,0.9999999999954714,3.6618051261922773,-0.07639054455722263,-1.3518724656128582,1.8552369277057477,46.875,625.9726358236969,2062.932148700323,524360.0434259111,1.9100212756542543,1022.1443341635694,healthy
1.5612511283791264e-17,0.9999999999954186,0.9999999999908372,0.9999999999954186,3.8219192203698586,-0.08871084673549795,-1.3393917290513846,1.9571999930341963,46.875,626.6705757842748,2047.544902775128,524315.8274591628,1.9690695687040194,1022.0581431952492,healthy
1.3877787807814457e-17,0.9999999999953835,0.9999999999907669,0.9999999999953835,3.7398994444830223,-0.08880865854972882,-1.3532290257698896,1.9131000603773434,46.875,626.6433098911027,2108.1576086841346,524292.3702318117,1.9060361122845306,1022.0124176058707,healthy
-2.7755575615628914e-17,0.9999999999954657,0.9999999999909316,0.9999999999954657,3.7795076735809605,-0.06288803451092388,-1.3381209615796439,1.913317863489132,46.875,627.397809201655,2053.165699222084,524291.9605018594,1.9661408393111377,1022.0116189120067,healthy
-5.204170427930421e-17,0.999999999995452,0.999999999990904,0.999999999995452,3.9276246515857443,-0.09533287400488877,-1.3016378000828137,2.0570249360562984,46.875,625.7797745636806,2093.436789002797,524294.9937042277,1.9445979553405637,1022.0175315871886,healthy
1.214306433183765e-17,0.9999999999953986,0.9999999999907971,0.9999999999953986,3.834275883040111,-0.10207533472261128,-1.3301333477836945,1.9713349693373514,46.875,629.465360969273,2073.5091463594385,524318.6305642971,1.871002727893847,1022.063607337811,healthy
-1.3877787807814457e-17,0.9999999999954484,0.9999999999908968,0.9999999999954484,3.9128035064334856,-0.09658802924845553,-1.340322185485709,1.968562777966288,46.875,628.1557407746413,2061.2778410420997,524289.9528619207,1.9188173375445448,1022.007705383861,healthy
3.122502256758253e-17,0.9999999999954279,0.9999999999908558,0.9999999999954279,3.9108087378017684,-0.08921933128783224,-1.3152638238375836,2.0665518452262313,46.875,626.8498115267848,2071.1878144887824,524305.0797294782,1.9497392654109773,1022.0371924551232,healthy
-5.377642775528102e-17,0.9999999999954503,0.9999999999909007,0.9999999999954503,3.9012378122424995,-0.11719403763496405,-1.3316977636021163,2.0078398801119106,46.875,628.5162675785849,2097.144057511889,524305.9580141188,1.8823792134609438,1022.0389045109529,healthy
3.469446951953614e-18,0.9999999999953674,0.9999999999907347,0.9999999999953674,3.8845660984539894,-0.09339560192703371,-1.311595054139238,1.96570605358694,46.875,623.1432393890336,2097.4789969622407,524328.4720989328,1.9667029151401265,1022.0827916158535,healthy
-3.2959746043559335e-17,0.9999999999954,0.9999999999908,0.9999999999953999,3.704333810426607,-0.09773015191521878,-1.3375565993520353,1.8836061507591007,46.875,624.7491467265171,2078.617231524118,524290.0990389448,1.9429117260121136,1022.0079903293271,healthy
2.0816681711721685e-17,0.9999999999953983,0.9999999999907967,0.9999999999953983,4.068524802078176,-0.07534378351276802,-1.3258761899761853,2.0835930607612005,46.875,626.9059775284478,2035.24180950448,524297.2124930557,1.9466685837948767,1022.0218567116096,healthy
-1.734723475976807e-17,0.9999999999954609,0.9999999999909218,0.9999999999954609,4.023478548270732,-0.10875573985262056,-1.3123114953039499,2.050706442649597,46.875,629.655948247499,2090.867677000438,524299.5580155252,1.8947309028149126,1022.0264288801661,healthy
4.5102810375396984e-17,0.999999999995456,0.9999999999909119,0.999999999995456,3.9460814788234044,-0.08605665764604205,-1.331530703377243,2.1754813896808374,46.875,628.3386069024059,2059.901584881423,524291.1687227794,1.9202286422350259,1022.0100754830007,healthy
3.122502256758253e-17,0.9999999999953887,0.9999999999907774,0.9999999999953886,3.934639575434458,-0.079960102600434,-1.3341036511067403,1.96773506477084,46.875,631.672631775111,2090.7734898577855,524295.6224082409,1.8668465813167647,1022.0187571310739,healthy
0.0,0.9999999999954096,0.9999999999908191,0.9999999999954096,4.195268745415822,-0.09124974835178506,-1.355531278767617,2.124737671119796,46.875,627.5163889959143,2099.409227921898,524288.3988843217,1.950835250696639,1022.0046761877616,healthy
1.3877787807814457e-17,0.9999999999953736,0.9999999999907473,0.9999999999953736,3.93453170160226,-0.08797523103088054,-1.3088049714897183,2.0160004832309,46.875,624.3987530348005,2117.2896790321365,524306.5818640823,2.0050755349790323,1022.0401205927529,healthy
3.2959746043559335e-17,0.9999999999954332,0.9999999999908664,0.9999999999954332,3.9698143445394796,-0.08098006113495888,-1.3369314724616,2.0560349774328537,46.875,629.9356322047312,2028.9541633394597,524290.7217798921,1.893728223323719,1022.0092042493023,healthy
-2.7755575615628914e-17,0.9999999999954055,0.9999999999908109,0.9999999999954055,3.9913767733509125,-0.04576603929993962,-1.3273303662085238,2.035199001770937,46.875,626.7568274925211,2034.7829520700823,524304.4781369729,1.9334042609377833,1022.036019760181,healthy
-1.734723475976807e-17,0.9999999999954214,0.9999999999908429,0.9999999999954214,3.86346750350161,-0.09333264604157337,-1.3063524990701953,1.9793304395638673,46.875,627.3295724935823,2053.5041323385767,524300.1157299145,1.9391290880000747,1022.0275160427184,healthy
-2.949029909160572e-17,0.9999999999954141,0.9999999999908282,0.9999999999954141,3.8673573860170025,-0.07809009966439878,-1.3385164346815823,1.9576287251207365,46.875,625.914216160268,2001.1754283791738,524296.6420623498,1.9353269387464638,1022.0207447609158,healthy
1.0408340855860843e-17,0.9999999999954271,0.9999999999908542,0.9999999999954271,3.6722507402304947,-0.09515954802691788,-1.3505644051068322,1.906859322025728,46.875,628.6108771287571,2039.9783961109401,524288.935184482,1.8783484684717202,1022.0057216071774,healthy
-7.112366251504909e-17,0.9999999999954424,0.9999999999908848,0.9999999999954424,4.054411746686451,-0.07867929432234404,-1.3023981996130656,2.0377368173002948,46.875,625.4342601029881,2069.3488205706576,524317.5248527682,1.9792081176006784,1022.0614519547138,healthy
4.336808689942018e-17,0.9999999999954171,0.9999999999908342,0.9999999999954171,3.8191121623079893,-0.08316552135469178,-1.3654103226725403,2.015437106284105,46.875,628.948282871809,2039.2426069238986,524288.1842583852,1.8984817410105457,1022.0042578136164,healthy
0.0,0.9999999999954381,0.9999999999908762,0.9999999999954381,3.68648080448983,-0.0443184182411807,-1.3812691911148893,1.9252895058594144,46.875,624.7089525851366,2035.7381679372627,524342.3838997635,1.9471009723479098,1022.1099101359912,healthy
-2.42861286636753e-17,0.9999999999954053,0.9999999999908107,0.9999999999954053,3.825391245461386,-0.047918203677122184,-1.3482464603047482,1.990963921884186,46.875,630.6648933774486,2052.345927849627,524311.6010555798,1.8868409224494291,1022.0499045917736,healthy
-2.42861286636753e-17,0.9999999999953573,0.9999999999907145,0.9999999999953573,4.013279521295461,-0.06855272878343545,-1.3220581378123644,2.0369113511573387,46.875,629.6129788234592,2081.6894491353714,524300.085429637,1.9289151342219046,1022.0274569778499,healthy
3.2959746043559335e-17,0.9999999999953537,0.9999999999907074,0.9999999999953537,3.8616442712196095,-0.06911709388928279,-1.3305803935113745,1.9701340117479034,46.875,627.1053465007608,2092.360263656826,524297.4228886537,1.933431345173028,1022.022266839481,healthy
-1.3877787807814457e-17,0.9999999999953987,0.9999999999907974,0.9999999999953987,3.9995763549516523,-0.08038061959767763,-1.339359686059188,2.104012388766149,46.875,626.5386005555546,2055.055466054329,524300.1353920847,1.936307667709471,1022.0275543705355,healthy
-3.122502256758253e-17,0.9999999999953822,0.9999999999907645,0.9999999999953822,3.746669459402515,-0.11947239866039924,-1.325191512249788,1.9579333626085695,46.875,628.1108881225299,2025.9218271969082,524322.9079727669,1.9212282174040967,1022.0719453660173,healthy
2.0816681711721685e-17,0.9999999999954345,0.9999999999908692,0.9999999999954345,3.8989206553039644,-0.11278041669112708,-1.3290209344706194,2.071880786230533,46.875,625.221568347561,2088.206700979273,524288.0403570504,1.9787176091528236,1022.0039773041917,healthy
8.673617379884035e-18,0.999999999995353,0.9999999999907061,0.999999999995353,3.765298437037584,-0.11121228782433812,-1.3623270877766076,1.9211790660506711,46.875,626.4310453984134,2038.9787628609008,524311.6869944446,1.9361289905931682,1022.0500721139271,healthy
